timestamp_ms,motion_detected,roll_deg,pitch_deg,yaw_deg,filtered_accel_x_(m/s²),filtered_accel_y_(m/s²),filtered_accel_z_(m/s²),filtered_gyro_x_(rad/s),filtered_gyro_y_(rad/s),filtered_gyro_z_(rad/s),accel_magnitude,gyro_magnitude,adc0,adc1,adc2,adc3,adc4,Label
29846,1,-0.219379,15.652181,-13.784284,-2.943592,-0.041775,10.505731,1.086472,-6.184614,-2.717954,10.863348,6.503738,720,606,680,826,748,กำหมัด
29873,1,-0.224329,15.836725,-13.830740,-2.972855,-0.042652,10.480115,1.403369,-4.672802,-1.720588,10.748466,12.270347,722,608,681,826,749,กำหมัด
29900,1,-0.253660,15.722457,-13.860300,-2.952024,-0.048230,10.486271,1.721388,-3.780922,-1.094834,10.898598,7.721496,721,608,681,826,749,กำหมัด
29927,1,-0.224455,15.755977,-13.885497,-2.960811,-0.042715,10.493967,1.860731,-3.668854,-0.933218,10.991941,4.129258,720,608,682,827,750,กำหมัด
29954,1,-0.199435,15.860181,-13.900903,-2.982845,-0.037991,10.498978,1.522076,-3.564869,-0.570576,11.013503,4.061169,721,609,682,826,750,กำหมัด
29981,1,-0.126741,15.852221,-13.893237,-2.983761,-0.024163,10.507796,1.723537,-2.665032,0.283927,11.002288,10.277304,721,610,683,827,751,กำหมัด
30008,1,-0.218142,15.789876,-13.867085,-2.976445,-0.041646,10.525550,1.876727,-1.942679,0.968605,11.076444,9.067784,721,611,683,827,751,กำหมัด
30035,1,-0.241453,15.766542,-13.845472,-2.974170,-0.046127,10.533867,1.078661,-1.578498,0.800439,11.012571,6.376011,722,612,683,827,751,กำหมัด
32595,0,0.875914,14.424582,-10.961461,-2.688843,0.165008,10.452431,1.202568,-0.617453,-0.210821,10.798282,6.090137,737,641,703,835,767,กำหมัด
32622,0,0.883035,14.459529,-10.971800,-2.696653,0.166438,10.456327,1.204730,-1.068608,-0.382919,10.851617,5.615792,737,641,703,835,767,กำหมัด
32649,0,0.844288,14.445817,-10.962907,-2.697696,0.159344,10.470848,1.556676,-0.909022,0.329381,10.942122,8.247702,737,641,703,835,767,กำหมัด
32676,0,0.817209,14.445817,-10.949023,-2.700550,0.154397,10.482001,1.410927,-0.518520,0.514201,10.928462,3.705091,737,641,703,835,767,กำหมัด
32703,0,0.784510,14.424902,-10.926008,-2.697612,0.148269,10.486532,1.148503,-0.154568,0.852413,10.861315,5.137523,737,641,703,835,768,กำหมัด
32730,0,0.803768,14.442130,-10.901229,-2.699756,0.151851,10.481751,0.812321,0.221427,0.917742,10.788611,4.490503,737,642,703,835,768,กำหมัด
32757,0,0.823623,14.387828,-10.868830,-2.688997,0.155554,10.481040,0.814445,0.411384,1.199976,10.792268,4.379686,737,642,703,835,768,กำหมัด
32784,0,0.810872,14.343269,-10.840372,-2.680749,0.153141,10.482794,0.319482,0.524533,1.053986,10.818109,4.421289,737,642,703,835,768,กำหมัด
