timestamp_ms,ax_slav,ay_slav,az_slav,gx_slav,gy_slav,gz_slav,angle_x_slav,angle_y_slav,angle_z_slav,flex_slav_0,flex_slav_1,flex_slav_2,flex_slav_3,flex_slav_4,ax,ay,az,gx,gy,gz,angle_x,angle_y,angle_z,flex_0,flex_1,flex_2,flex_3,flex_4,Label
309063,-8.5656,-1.8550,-3.6004,0.1770,0.3945,0.3716,-12.9975,-64.6614,111.3525,97.24,94.44,110.56,97.69,90.62,-1.6706,5.8959,-7.4594,-0.1910,0.0442,-0.0249,37.7618,-9.9341,140.4898,153.62,65.93,134.49,97.74,91.51,nothing
309129,-8.1274,-1.5868,-3.4615,0.1885,0.8285,0.0147,-11.6165,-64.8185,112.0135,91.88,89.96,106.14,93.45,90.62,-1.7257,5.7026,-7.4534,-0.1423,0.0523,-0.0195,37.2338,-10.1759,140.9253,153.62,94.97,174.74,103.35,87.18,nothing
309195,-8.5847,-2.0836,-4.2343,0.4900,0.7773,-0.0518,-11.9662,-62.9507,113.8750,86.52,85.48,110.56,106.16,94.86,-1.6981,5.9001,-7.4708,-0.1599,0.0830,-0.0035,37.4179,-10.1450,140.7549,183.25,94.97,161.33,92.13,78.50,nothing
309261,-8.4979,-2.3374,-4.4450,-0.1303,0.3234,-0.0578,-12.8550,-61.1472,115.3542,91.88,94.44,110.56,101.93,94.86,-1.7065,5.8355,-7.4810,-0.1359,0.0675,-0.0788,37.3355,-10.1708,140.8269,163.49,75.61,121.08,92.13,91.51,nothing
309327,-8.2633,-2.2123,-4.1218,-0.2319,0.5793,-0.1849,-13.1614,-60.8196,115.5391,97.24,89.96,110.56,97.69,90.62,-1.6844,5.8271,-7.4043,-0.1633,0.0919,-0.0303,37.4184,-10.1532,140.7515,143.74,75.61,174.74,108.96,91.51,nothing
309393,-8.5668,-2.5942,-4.3774,0.0462,0.1770,-0.0733,-14.1457,-60.0478,115.8092,91.88,81.00,110.56,101.93,94.86,-1.7173,5.8882,-7.4684,-0.1806,0.0893,-0.0285,37.4780,-10.1946,140.6781,173.37,104.65,161.33,97.74,82.84,nothing
309459,-8.3291,-2.5373,-4.3893,0.2510,0.2030,0.0120,-14.6146,-59.3606,116.2820,91.88,94.44,114.98,106.16,90.62,-1.6455,5.8415,-7.4498,-0.1580,0.0799,0.0499,37.4590,-10.0276,140.7557,163.49,85.29,134.49,86.52,82.84,nothing
309525,-8.4877,-2.2087,-4.2355,0.2372,0.4166,-0.0701,-13.8621,-59.9988,116.0325,102.60,89.96,114.98,97.69,86.39,-1.7185,5.8480,-7.4540,-0.1481,0.0254,-0.0155,37.4285,-10.1543,140.7412,143.74,65.93,147.91,103.35,100.19,nothing
309591,-7.7174,-2.4075,-4.4384,0.1894,0.1700,0.0399,-14.4842,-58.4459,117.3654,91.88,85.48,106.14,97.69,90.62,-1.7622,5.7529,-7.4869,-0.1812,0.1207,0.0304,37.1121,-10.3630,140.9780,173.37,94.97,174.74,97.74,87.18,nothing
309657,-8.0113,-2.5457,-4.6647,0.0917,0.1062,-0.1087,-14.9247,-57.4373,118.2033,86.52,89.96,110.56,101.93,90.62,-1.7371,5.8133,-7.4504,-0.1464,0.0207,-0.0128,37.1714,-10.3892,140.9100,173.37,94.97,147.91,86.52,78.50,nothing
309723,-8.2687,-2.6092,-4.5707,0.1081,0.0334,0.0248,-15.1850,-57.4822,117.9972,97.24,98.92,114.98,101.93,86.39,-1.7299,5.8283,-7.3989,-0.1625,0.0645,0.0282,37.3301,-10.3982,140.7506,153.62,65.93,134.49,92.13,91.51,nothing
309789,-8.1430,-2.5200,-4.6234,0.0563,0.1114,0.0447,-15.1237,-57.2971,118.2365,97.24,94.44,106.14,97.69,94.86,-1.6772,5.8361,-7.4690,-0.1141,0.1006,-0.0168,37.3261,-10.2159,140.8202,153.62,94.97,174.74,103.35,87.18,nothing
309855,-8.2753,-2.5661,-4.7754,0.0607,0.0648,-0.0457,-15.0784,-57.0316,118.5529,81.15,85.48,110.56,101.93,94.86,-1.6616,5.8289,-7.3924,-0.1956,0.0540,0.0124,37.4484,-10.1133,140.7361,183.25,94.97,161.33,92.13,78.50,nothing
309921,-8.1268,-2.5176,-4.5019,-0.0116,-0.0402,-0.1223,-15.1203,-57.3124,118.2219,91.88,116.84,114.98,101.93,90.62,-1.6425,5.8223,-7.5019,-0.2207,0.0928,-0.0228,37.3079,-9.9627,140.9273,163.49,75.61,121.08,92.13,87.18,nothing
309987,-8.1639,-2.6235,-4.4378,0.0545,0.0061,-0.0286,-15.4429,-57.5229,117.7937,97.24,89.96,110.56,97.69,86.39,-1.6916,5.8600,-7.4462,-0.1527,0.0889,0.0333,37.4058,-10.0423,140.8030,143.74,75.61,161.33,103.35,91.51,nothing
310053,-8.2597,-2.5254,-4.4480,-0.0894,-0.0641,0.1144,-15.2546,-57.8780,117.5205,91.88,81.00,106.14,97.69,94.86,-1.7544,5.7822,-7.5139,-0.2033,0.1159,0.0573,37.1264,-10.2633,140.9998,173.37,104.65,174.74,97.74,82.84,nothing
310119,-7.9993,-2.4703,-4.3965,0.0935,0.0183,0.0022,-15.1997,-57.8255,117.6120,91.88,98.92,114.98,106.16,107.55,-1.6664,5.8187,-7.4786,-0.1626,0.0945,0.0199,37.1703,-10.1189,141.0079,163.49,85.29,134.49,80.91,82.84,nothing
310186,-8.1861,-2.5757,-4.5192,-0.0609,-0.0027,-0.0428,-15.3007,-57.6954,117.6924,97.24,94.44,110.56,97.69,90.62,-1.6952,5.9127,-7.4534,-0.2075,0.0796,0.0038,37.4473,-10.1110,140.7380,143.74,75.61,147.91,103.35,95.85,nothing
310252,-8.2142,-2.4727,-4.3600,0.0446,-0.0498,0.1335,-15.0959,-58.1514,117.3180,91.88,89.96,101.72,97.69,90.62,-1.6850,5.8313,-7.4869,-0.2453,0.0553,0.0432,37.3385,-10.0896,140.8527,173.37,104.65,174.74,97.74,87.18,nothing
310318,-8.1579,-2.8444,-4.6132,0.7915,0.1621,0.0886,-15.9978,-57.2739,117.7168,81.15,89.96,114.98,101.93,94.86,-1.7365,5.8564,-7.4259,-0.1765,0.0753,0.0319,37.4303,-10.2467,140.7066,173.37,94.97,147.91,86.52,78.50,nothing
310384,-8.4901,-1.9304,-4.2235,-0.0939,-0.0080,0.0046,-13.7591,-59.3304,116.8235,97.24,98.92,110.56,101.93,90.62,-1.7418,5.8810,-7.4343,-0.1827,0.1341,0.0354,37.5170,-10.3295,140.5914,153.62,65.93,161.33,97.74,91.51,nothing
310450,-8.3752,-2.5505,-4.3797,-0.0416,0.0487,-0.1166,-14.4342,-59.0793,116.7015,97.24,89.96,101.72,93.45,86.39,-1.6964,5.8660,-7.4025,-0.1652,0.0447,0.0071,37.5998,-10.2559,140.5363,163.49,94.97,174.74,103.35,91.51,nothing
310516,-8.0298,-2.7133,-4.4127,0.0300,-0.0581,0.0428,-15.4562,-58.1418,117.1035,86.52,85.48,106.14,101.93,94.86,-1.7107,5.8008,-7.4468,-0.2151,0.0635,0.0375,37.4027,-10.2641,140.7275,183.25,94.97,161.33,92.13,78.50,nothing
310582,-8.0676,-2.7474,-4.3959,0.0568,-0.0668,0.0658,-16.0509,-57.7133,117.1955,86.52,94.44,137.07,101.93,90.62,-1.6964,5.8313,-7.5169,-0.1798,0.0878,-0.0061,37.2589,-10.1869,140.8966,163.49,75.61,121.08,92.13,91.51,nothing
310648,-8.1508,-2.4733,-4.3355,-0.0252,0.0371,-0.0020,-15.5259,-58.1164,117.0873,97.24,94.44,110.56,97.69,86.39,-1.6539,5.8732,-7.4666,-0.2159,0.0825,0.0494,37.3915,-10.0314,140.8210,143.74,75.61,174.74,103.35,91.51,nothing
310714,-8.3758,-2.7109,-4.5569,0.1870,0.0044,0.0293,-15.7014,-57.8865,117.2297,91.88,85.48,106.14,97.69,90.62,-1.6946,5.8965,-7.4588,-0.1179,0.0513,0.0254,37.5102,-10.0684,140.6909,173.37,114.33,161.33,97.74,82.84,nothing
310780,-8.2812,-2.4476,-4.2481,-0.1077,0.0082,0.0498,-15.2215,-58.6255,116.7167,91.88,89.96,114.98,106.16,94.86,-1.7017,5.9025,-7.4660,-0.1570,0.0768,0.0712,37.5680,-10.1030,140.6218,173.37,85.29,134.49,80.91,82.84,nothing
310846,-8.2561,-2.5379,-3.9613,0.1569,0.1793,0.0872,-15.3574,-59.4719,115.6871,118.68,98.92,110.56,101.93,90.62,-1.6646,5.8133,-7.4540,-0.1318,0.0311,-0.0068,37.4227,-10.0453,140.7853,143.74,65.93,147.91,103.35,95.85,nothing
310912,-8.1903,-2.3943,-4.5066,0.1391,-0.0623,0.3497,-14.8625,-58.7823,116.7675,97.24,103.40,132.65,110.40,90.62,-1.6993,5.8672,-7.4480,-0.1532,0.0907,0.0106,37.4738,-10.1033,140.7146,163.49,94.97,174.74,103.35,87.18,nothing
310978,-8.4255,-2.5601,-4.4899,0.2812,-0.2435,0.3324,-14.9377,-58.6259,116.8934,86.52,246.79,304.97,216.30,120.25,-1.7263,5.8636,-7.4810,-0.1251,0.1055,0.0472,37.4220,-10.1986,140.7319,173.37,94.97,147.91,86.52,78.50,nothing
311044,-7.7743,-2.4811,-4.1996,-0.0687,-0.1740,0.2117,-15.2998,-58.2723,117.0579,129.41,488.76,517.05,385.74,272.61,-1.6467,5.8630,-7.3798,-0.1403,0.0701,-0.0098,37.6054,-10.0549,140.6019,153.62,65.93,134.49,92.13,91.51,nothing
311110,-8.9768,-2.5984,-4.5114,0.2245,-0.6012,0.3444,-14.8831,-59.1172,116.3848,183.02,690.39,671.69,512.82,450.36,-1.7706,5.8427,-7.4654,-0.1922,0.0754,0.0252,37.4476,-10.3177,140.6641,153.62,94.97,174.74,103.35,91.51,nothing
311176,-8.7649,-2.3691,-4.2493,0.1440,-0.7195,0.5791,-14.2747,-60.0476,115.7310,333.14,851.71,839.58,703.43,700.06,-1.7035,5.8558,-7.4750,-0.1767,0.0564,0.0140,37.4102,-10.2442,140.7272,183.25,104.65,161.33,92.13,78.50,nothing
311242,-8.3106,-2.2458,-3.6543,0.1235,-0.6013,0.2731,-14.0951,-61.3354,114.4100,488.62,1000.00,1000.00,872.87,949.76,-1.7293,5.8163,-7.4786,-0.1888,0.1198,0.0525,37.2815,-10.2942,140.8361,163.49,85.29,121.08,86.52,82.84,nothing
311308,-9.3293,-2.5218,-3.7997,0.1414,-0.5416,0.5629,-14.0789,-62.6981,112.8836,692.35,1000.00,1000.00,1000.00,1000.00,-1.7011,5.8385,-7.4169,-0.1269,0.1198,0.0150,37.3893,-10.2553,140.7438,143.74,85.29,174.74,103.35,91.51,nothing
311374,-8.7236,-1.7999,-3.4214,0.2631,-1.4456,1.4786,-12.5173,-64.3725,111.9809,756.68,1000.00,1000.00,1000.00,1000.00,-1.6970,5.7954,-7.3966,-0.2089,0.0995,0.0112,37.3789,-10.2461,140.7574,173.37,114.33,174.74,97.74,82.84,nothing
311440,-9.1049,-0.4316,-3.1646,0.2045,-0.3316,0.4278,-7.5759,-67.8767,110.6568,955.05,1000.00,1000.00,1000.00,1000.00,-1.7466,5.8427,-7.4732,-0.1677,0.0571,0.0064,37.3304,-10.3398,140.7715,173.37,85.29,134.49,86.52,82.84,nothing
311506,-9.3204,-1.0535,-2.4404,-0.0961,-0.9505,1.0305,-6.9173,-70.9883,107.6187,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6970,5.8474,-7.4899,-0.1670,0.1175,0.0521,37.3082,-10.2324,140.8318,153.62,65.93,147.91,103.35,95.85,nothing
311572,-9.1336,-1.1086,-2.6211,0.8736,-0.5797,0.7130,-6.7872,-71.8375,106.7647,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7670,5.7756,-7.4205,-0.1880,0.1032,0.0049,37.2205,-10.4367,140.8445,163.49,94.97,188.16,103.35,87.18,nothing
311638,-8.4686,-0.5393,-1.9669,-0.3111,0.6433,-0.3295,-5.2513,-74.0610,105.0056,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7658,5.8199,-7.4552,-0.1805,0.0967,0.0270,37.2210,-10.5061,140.8187,173.37,94.97,147.91,92.13,74.16,nothing
311704,-9.4018,-0.7021,-2.3847,-0.2199,0.3446,-0.1489,-4.6791,-74.6474,104.5886,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7185,5.8642,-7.4247,-0.1590,0.0864,0.0090,37.3995,-10.4004,140.6816,163.49,75.61,134.49,92.13,91.51,nothing
311770,-9.4532,-0.9416,-2.7558,0.2191,0.0476,0.1879,-5.0803,-73.7423,105.4017,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7143,5.8870,-7.4827,-0.1149,0.0727,0.0333,37.4417,-10.3035,140.6750,153.62,85.29,174.74,108.96,91.51,nothing
311836,-8.5111,-1.1546,-2.8067,0.0739,0.0650,0.4840,-6.1747,-72.1248,106.7073,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6928,5.8840,-7.4385,-0.1915,0.1009,0.0409,37.5423,-10.2116,140.6087,173.37,104.65,161.33,97.74,82.84,nothing
311902,-9.0654,-1.0002,-2.6523,0.3799,0.3734,-0.0787,-6.1093,-72.3826,106.4591,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7227,5.8744,-7.4708,-0.1690,0.1147,-0.0198,37.5009,-10.2429,140.6383,163.49,85.29,121.08,86.52,82.84,nothing
311968,-9.6065,-0.5908,-2.5517,-0.0375,0.3438,0.0363,-4.7185,-73.6321,105.6363,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7371,5.8355,-7.4983,-0.1134,0.1024,0.0399,37.3344,-10.3017,140.7813,143.74,75.61,147.91,103.35,95.85,nothing
312034,-9.1917,-0.6321,-2.5547,0.1157,0.1656,0.0845,-4.2576,-73.8316,105.5680,1000.00,1000.00,1000.00,1000.00,1000.00,-1.8029,5.8959,-7.5276,-0.1670,0.0847,0.0016,37.3156,-10.4906,140.7314,173.37,104.65,174.74,97.74,91.51,nothing
312100,-9.1575,-0.6560,-2.6391,-0.1221,0.2027,0.0324,-4.0984,-73.6482,105.8019,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6808,5.7607,-7.4408,-0.1570,0.0964,0.0344,37.1884,-10.3101,140.9220,173.37,94.97,147.91,80.91,74.16,nothing
312166,-9.2701,-0.9128,-2.8145,0.1483,-0.1261,0.1239,-4.7455,-72.9746,106.3118,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7311,5.8630,-7.4492,-0.1397,0.0821,0.0290,37.3318,-10.3294,140.7738,153.62,65.93,134.49,97.74,91.51,nothing
312232,-8.9026,-1.5102,-3.0054,0.1351,0.2354,0.1547,-6.9233,-71.2219,107.3665,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7365,5.9235,-7.4049,-0.1637,0.0766,0.0228,37.6220,-10.3533,140.4795,173.37,94.97,174.74,103.35,87.18,nothing
312298,-9.0492,-1.4432,-3.1443,0.3134,-0.0731,0.0649,-7.7505,-70.1484,108.1591,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6808,5.8085,-7.4253,-0.2383,0.0788,0.0323,37.4827,-10.2316,140.6603,183.25,94.97,161.33,92.13,74.16,nothing
312364,-9.0624,-0.5435,-2.9803,0.1134,0.0513,0.0646,-5.5145,-70.9447,108.1808,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7628,5.8349,-7.4594,-0.1119,0.1198,-0.0140,37.3814,-10.3881,140.7038,163.49,75.61,121.08,92.13,87.18,nothing
312430,-9.1935,-0.6913,-2.6577,-0.0631,-0.0288,-0.1828,-4.8238,-72.1615,107.1316,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7143,5.8187,-7.4223,-0.2166,0.0544,-0.0221,37.3778,-10.3452,140.7229,143.74,75.61,174.74,114.57,91.51,nothing
312496,-9.2539,-0.9547,-2.9689,0.0533,0.0303,0.0334,-5.2209,-71.7673,107.4187,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7233,5.8463,-7.4271,-0.2173,0.0773,0.0185,37.4291,-10.3390,140.6746,173.37,104.65,161.33,97.74,82.84,nothing
312562,-8.8840,-1.2803,-2.9599,0.0012,-0.1741,0.1048,-6.4884,-70.9464,107.8346,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7472,5.8091,-7.4558,-0.1670,0.0571,-0.0297,37.3063,-10.4062,140.7711,163.49,85.29,134.49,86.52,82.84,nothing
312628,-8.5386,-1.0673,-2.8588,0.0252,0.1031,-0.1708,-6.6204,-70.6485,108.0990,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7730,5.8038,-7.4654,-0.1857,0.0950,-0.0091,37.2048,-10.5129,140.8322,143.74,65.93,147.91,103.35,95.85,nothing
312694,-9.4431,-0.9152,-2.9629,-0.0560,0.1708,-0.3136,-5.9303,-71.2601,107.7104,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7317,5.7870,-7.4486,-0.1701,0.0634,0.0299,37.1606,-10.4580,140.8957,163.49,104.65,174.74,97.74,87.18,nothing
312760,-9.5658,-1.0355,-2.8636,0.0237,0.0965,-0.0980,-5.9257,-71.8134,107.1302,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7305,5.8253,-7.4031,-0.1930,0.0631,-0.0136,37.3101,-10.4336,140.7576,173.37,94.97,147.91,92.13,78.50,nothing
312826,-9.1911,-1.1780,-2.9749,0.0593,-0.0359,0.0902,-6.4365,-71.3156,107.4637,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6856,5.9145,-7.4534,-0.1791,0.0578,0.0048,37.5256,-10.2390,140.6154,153.62,65.93,134.49,92.13,91.51,nothing
312892,-8.6266,-0.9793,-2.9528,-0.0421,0.0470,0.0281,-6.2886,-70.7643,108.1022,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7700,5.8235,-7.4821,-0.2039,0.1138,-0.0138,37.3332,-10.4068,140.7445,153.62,94.97,174.74,103.35,87.18,nothing
312958,-9.1174,-0.9847,-2.9929,0.0633,0.1821,-0.1112,-6.0717,-70.8522,108.0884,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7724,5.8307,-7.4031,-0.1873,0.1063,0.0634,37.3918,-10.5290,140.6423,183.25,104.65,161.33,92.13,74.16,nothing
313024,-9.2060,-0.9661,-3.0551,-0.0243,0.0883,-0.1391,-5.8779,-70.8316,108.1778,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7490,5.8217,-7.5085,-0.1238,0.0791,-0.0166,37.2243,-10.4798,140.8251,163.49,75.61,121.08,86.52,82.84,nothing
313090,-9.0324,-1.1409,-3.0797,0.0241,-0.0041,0.0090,-6.3467,-70.4293,108.4335,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7293,5.8091,-7.4438,-0.2011,0.0673,-0.0038,37.2324,-10.4291,140.8356,143.74,75.61,161.33,103.35,91.51,nothing
313156,-8.8774,-1.1319,-3.0018,-0.0727,-0.0159,0.0537,-6.6142,-70.2830,108.4878,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7562,5.8917,-7.4013,-0.1508,0.0778,0.0098,37.4957,-10.4731,140.5604,173.37,114.33,174.74,97.74,82.84,nothing
313222,-8.8355,-1.2606,-3.0928,0.0634,0.1194,-0.0668,-7.1394,-69.7939,108.7998,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7574,5.9043,-7.3972,-0.1785,0.0818,0.0074,37.6639,-10.4961,140.3865,163.49,85.29,134.49,80.91,78.50,nothing
313288,-9.3976,-1.1475,-2.9701,-0.0450,0.1635,-0.2162,-6.8851,-70.5549,108.0936,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7604,5.8151,-7.4061,-0.1887,0.0735,0.0374,37.5203,-10.5427,140.5108,143.74,65.93,147.91,103.35,91.51,nothing
313354,-9.1378,-1.0565,-3.0419,0.0018,0.0549,-0.0840,-6.5729,-70.5738,108.1963,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7412,5.8008,-7.4804,-0.1633,0.0601,0.0697,37.2913,-10.4828,140.7581,153.62,94.97,201.58,103.35,87.18,nothing
313420,-8.9157,-1.2774,-3.0701,-0.2003,-0.0732,0.0654,-7.1385,-70.0692,108.5074,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7490,5.8307,-7.4762,-0.2004,0.0803,0.0146,37.2521,-10.4675,140.8022,173.37,94.97,147.91,92.13,74.16,nothing
313486,-8.8397,-1.1798,-3.1323,0.0439,-0.0338,0.0382,-7.1544,-69.6687,108.9268,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7209,5.8259,-7.4510,-0.2119,0.0669,0.0016,37.2768,-10.3898,140.8062,153.62,65.93,121.08,92.13,87.18,nothing
313552,-8.8271,-0.9978,-3.1263,0.0008,0.0232,-0.1504,-6.6215,-69.6453,109.1572,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7646,5.8816,-7.3948,-0.1543,0.0413,0.0270,37.5021,-10.4842,140.5502,153.62,85.29,174.74,108.96,87.18,nothing
313618,-9.0749,-1.0313,-3.0647,0.2315,0.1685,-0.0886,-6.3816,-70.0203,108.8508,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7742,5.8684,-7.4588,-0.1654,0.1055,-0.0153,37.4665,-10.5365,140.5660,173.37,94.97,161.33,92.13,78.50,nothing
313684,-9.3413,-1.2091,-3.0797,-0.0154,-0.0375,0.0342,-6.7007,-70.2671,108.4715,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7065,5.8486,-7.4145,-0.1606,0.0720,-0.0045,37.5083,-10.3902,140.5782,163.49,85.29,121.08,86.52,82.84,nothing
313750,-9.0199,-1.1145,-3.1742,-0.0067,-0.0547,0.0836,-6.6748,-69.9088,108.8597,1000.00,1000.00,1000.00,1000.00,1000.00,-1.8155,5.8540,-7.4355,-0.2000,0.0960,0.0027,37.4596,-10.6252,140.5402,143.74,75.61,161.33,103.35,91.51,nothing
313816,-8.9642,-1.2139,-3.1856,-0.1598,-0.0547,-0.0127,-6.9719,-69.5461,109.1289,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7496,5.8229,-7.4444,-0.1735,0.1062,0.0214,37.3734,-10.5566,140.6503,173.37,104.65,174.74,97.74,82.84,nothing
313882,-9.2180,-1.2588,-3.2119,-0.0613,0.1134,-0.1906,-7.1620,-69.5145,109.0874,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7389,5.8163,-7.5121,-0.1699,0.1395,-0.0078,37.2004,-10.4641,140.8543,173.37,94.97,147.91,86.52,78.50,nothing
313948,-9.1282,-1.4910,-2.8881,-0.0893,-0.1085,0.0334,-8.0057,-69.9856,108.2184,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7239,5.8612,-7.4259,-0.1868,0.0971,0.0020,37.3774,-10.3958,140.7049,153.62,65.93,134.49,103.35,91.51,nothing
314014,-9.2228,-1.2235,-3.1646,0.0937,0.0853,0.1224,-7.5764,-69.8992,108.5043,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7275,5.8277,-7.4361,-0.1817,0.0890,-0.0105,37.3674,-10.3789,140.7209,153.62,94.97,188.16,103.35,87.18,nothing
314081,-8.8194,-1.4013,-3.1042,0.0044,0.0109,0.0224,-8.0424,-69.4024,108.8315,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7137,5.8325,-7.4133,-0.1785,0.0748,-0.0278,37.4195,-10.3381,140.6844,173.37,94.97,147.91,92.13,74.16,nothing
314147,-8.9026,-1.2151,-3.2083,0.0068,0.4046,-0.2164,-7.6812,-69.1699,109.2398,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7077,5.8301,-7.4654,-0.2050,0.0765,-0.0196,37.3504,-10.2790,140.7736,153.62,65.93,121.08,92.13,91.51,nothing
314213,-9.1031,-1.3528,-3.1455,0.0419,0.2848,-0.1232,-7.8395,-69.2801,109.0534,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6796,5.8415,-7.4810,-0.1243,0.1070,0.0030,37.3268,-10.1569,140.8404,153.62,94.97,174.74,103.35,87.18,nothing
314279,-9.2186,-1.3007,-3.1233,-0.1374,-0.1543,0.0630,-7.7246,-69.5656,108.7975,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7263,5.8666,-7.4564,-0.1476,0.0927,-0.0068,37.3988,-10.2346,140.7419,173.37,104.65,161.33,92.13,78.50,nothing
314345,-8.7852,-1.2133,-3.2969,0.0335,0.0093,0.0149,-7.5494,-68.8989,109.5838,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7005,5.8319,-7.4600,-0.1933,0.1262,0.0237,37.3568,-10.2079,140.7927,163.49,85.29,121.08,86.52,82.84,nothing
314411,-8.9097,-1.4767,-3.2562,0.0532,0.2477,-0.1819,-8.1988,-68.5234,109.7067,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7119,5.8325,-7.5049,-0.1667,0.0555,-0.0401,37.2538,-10.2090,140.8938,143.74,75.61,161.33,103.35,91.51,nothing
314477,-9.1162,-1.4144,-3.2245,-0.0607,-0.0065,0.0244,-8.2610,-68.7044,109.4843,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6760,5.8792,-7.4091,-0.1400,0.0541,0.0003,37.4955,-10.1290,140.6842,173.37,104.65,174.74,108.96,82.84,nothing
314543,-9.0313,-1.3671,-3.0563,-0.1247,-0.1279,0.1052,-8.2109,-69.1807,108.9937,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6503,5.8696,-7.4121,-0.1384,0.1047,-0.0110,37.5991,-10.0151,140.6221,163.49,85.29,147.91,80.91,78.50,nothing
314609,-8.9211,-1.1540,-3.1048,-0.0810,-0.2104,0.1145,-7.5928,-69.4118,109.0189,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6712,5.8307,-7.4247,-0.2135,0.0852,-0.0135,37.5282,-10.0270,140.6877,143.74,65.93,147.91,103.35,91.51,nothing
314675,-9.0456,-1.3959,-3.1503,0.0424,-0.0079,-0.0660,-7.9438,-69.2812,109.0063,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6970,5.8445,-7.4780,-0.1693,0.0694,0.0125,37.4209,-10.0822,140.7741,153.62,94.97,188.16,103.35,87.18,nothing
314741,-8.9882,-1.3701,-3.0551,0.0255,0.0339,-0.0568,-8.0780,-69.4255,108.7904,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7155,5.7912,-7.4642,-0.2183,0.0900,0.0548,37.2580,-10.1870,140.8975,173.37,94.97,161.33,92.13,74.16,nothing
314807,-8.9193,-1.4246,-2.9743,-0.0387,-0.0007,-0.0037,-8.3456,-69.5691,108.5101,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6975,5.8822,-7.4624,-0.1759,0.1033,0.0290,37.4023,-10.1581,140.7656,163.49,75.61,134.49,92.13,87.18,nothing
314873,-8.8936,-1.3175,-3.2065,0.1140,-0.0055,-0.0206,-8.1400,-69.1408,109.0692,1000.00,1000.00,1000.00,1000.00,1000.00,-1.7155,5.8498,-7.4696,-0.2050,0.0954,0.0503,37.3781,-10.2037,140.7733,143.74,85.29,174.74,108.96,87.18,nothing
314939,-9.1198,-1.4276,-3.2634,-0.0470,-0.0108,-0.0744,-8.2636,-68.9002,109.2722,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6700,5.8451,-7.4169,-0.1444,0.1024,-0.0030,37.4659,-10.1165,140.7177,173.37,104.65,161.33,97.74,78.50,nothing
315005,-9.1360,-1.4084,-3.1066,-0.0004,-0.0322,-0.0018,-8.2841,-69.2153,108.9226,1000.00,1000.00,1000.00,1000.00,1000.00,-1.6946,5.8133,-7.4450,-0.1896,0.0847,0.0529,37.3751,-10.1435,140.7976,163.49,85.29,134.49,86.52,82.84,nothing
