timestamp_ms,motion_detected,roll_deg,pitch_deg,yaw_deg,filtered_accel_x_(m/s²),filtered_accel_y_(m/s²),filtered_accel_z_(m/s²),filtered_gyro_x_(deg/s),filtered_gyro_y_(deg/s),filtered_gyro_z_(deg/s),accel_magnitude,gyro_magnitude,adc0,adc1,adc2,adc3,adc4,Label
3499,0,4.92,15.81,1.24,-2.894,0.9117,10.179,0.5368,0.3747,0.2171,845.3864,929.5134,912.6391,675.155,841.7115,notthing
3525,0,4.94,15.8,1.24,-2.8929,0.9155,10.1831,0.5788,0.5215,0.2233,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3551,0,4.94,15.79,1.24,-2.89,0.9148,10.182,0.551,0.5522,-0.1415,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3577,0,4.95,15.79,1.24,-2.8903,0.9164,10.1822,0.3666,0.4438,0.0959,883.2881,950.4946,937.9098,739.788,884.0064,notthing
3603,0,4.95,15.79,1.25,-2.8906,0.917,10.1822,0.4256,0.3494,0.2783,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3629,0,4.95,15.78,1.24,-2.8901,0.9167,10.1848,0.3038,0.4347,-0.1716,883.2881,950.4946,937.9098,739.788,884.0064,notthing
3655,0,4.96,15.77,1.24,-2.888,0.9181,10.1854,0.1847,0.4631,-0.225,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3681,0,4.95,15.78,1.23,-2.8901,0.9164,10.1846,0.1635,0.323,-0.1371,883.2881,950.4946,937.9098,739.788,884.0064,notthing
3707,0,4.91,15.8,1.21,-2.8933,0.9085,10.1819,0.2366,0.386,-0.7501,883.2881,950.4946,937.9098,739.788,884.0064,notthing
3733,0,4.92,15.81,1.19,-2.8942,0.9119,10.1807,0.1977,0.4208,-0.8847,883.2881,950.4946,931.5921,739.788,841.7115,notthing
3759,0,4.95,15.82,1.16,-2.8964,0.9163,10.1784,-0.1185,0.6052,-1.1996,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3785,0,4.99,15.82,1.11,-2.8953,0.9233,10.1761,-0.2001,0.8103,-1.7283,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3811,0,4.99,15.83,1.08,-2.8958,0.924,10.1745,-0.4828,0.8839,-1.49,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3837,0,5.01,15.8,1.02,-2.8926,0.9268,10.1784,-0.1497,0.733,-1.9897,883.2881,950.4946,931.5921,739.788,841.7115,notthing
3863,0,5.03,15.83,0.96,-2.8977,0.9305,10.177,-0.2875,0.6722,-2.6065,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3889,0,5.01,15.86,0.9,-2.9039,0.9273,10.1823,-0.0068,0.4752,-2.3633,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3915,0,5,15.86,0.83,-2.9052,0.9257,10.1818,0.0005,0.3558,-2.4022,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3941,0,4.99,15.84,0.78,-2.9008,0.9245,10.1832,0.0899,0.2124,-2.0715,883.2881,950.4946,931.5921,675.155,841.7115,notthing
3967,0,4.99,15.86,0.73,-2.9053,0.9249,10.1843,0.1672,0.177,-1.9474,883.2881,950.4946,931.5921,739.788,884.0064,notthing
3993,0,4.99,15.89,0.68,-2.9105,0.9245,10.1816,0.1806,-0.286,-1.6966,883.2881,950.4946,931.5921,739.788,873.4327,notthing
4019,0,4.95,15.9,0.66,-2.9126,0.9174,10.1852,0.2317,-0.3106,-1.0428,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4045,0,4.95,15.91,0.64,-2.9166,0.918,10.1892,0.2089,-0.2389,-0.8216,883.2881,950.4946,906.3214,675.155,841.7115,notthing
4071,0,4.92,15.94,0.61,-2.9214,0.9123,10.1906,0.265,-0.1838,-0.988,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4097,0,4.93,15.95,0.59,-2.9233,0.915,10.1907,0.4373,-0.0967,-0.6707,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4123,0,4.92,15.97,0.58,-2.9265,0.9115,10.1879,0.4955,0.0082,-0.5929,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4149,0,4.91,15.99,0.56,-2.9291,0.911,10.1837,0.5729,0.223,-0.7948,883.2881,950.4946,906.3214,691.3133,862.8589,notthing
4175,0,4.92,15.97,0.54,-2.9262,0.9122,10.1847,0.6082,0.3053,-0.5405,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4201,0,4.96,15.96,0.53,-2.9243,0.9196,10.1834,0.5649,0.3295,-0.3054,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4227,0,4.95,15.97,0.53,-2.9255,0.9182,10.1842,0.5807,0.3043,-0.2688,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4253,0,4.93,15.97,0.53,-2.926,0.9147,10.1864,0.6121,0.3832,0.2235,883.2881,929.5134,912.6391,675.155,841.7115,notthing
4279,0,4.94,15.94,0.54,-2.9227,0.9162,10.1895,0.5153,0.3574,0.1259,845.3864,934.7587,912.6391,691.3133,852.2852,notthing
4305,0,4.95,15.94,0.54,-2.9228,0.9174,10.1921,0.4236,0.22,0.0615,845.3864,934.7587,912.6391,691.3133,852.2852,notthing
4331,0,4.95,15.94,0.55,-2.9241,0.918,10.1942,0.4972,0.1058,0.3708,845.3864,934.7587,912.6391,691.3133,841.7115,notthing
4357,0,4.97,15.95,0.56,-2.9248,0.9219,10.1927,0.6713,0.0858,0.5773,845.3864,929.5134,912.6391,691.3133,852.2852,notthing
4383,0,4.95,15.94,0.58,-2.9226,0.9182,10.1923,0.7155,0.2147,0.6787,845.3864,934.7587,912.6391,691.3133,852.2852,notthing
4409,0,4.94,15.93,0.6,-2.922,0.9165,10.1934,0.699,0.3448,0.72,845.3864,934.7587,912.6391,691.3133,852.2852,notthing
4435,0,4.97,15.94,0.61,-2.9224,0.9222,10.1927,0.6983,0.204,0.5962,845.3864,929.5134,931.5921,739.788,884.0064,notthing
4461,0,4.96,15.96,0.63,-2.9259,0.9206,10.1895,0.6663,0.1789,0.5364,832.7524,929.5134,912.6391,739.788,884.0064,notthing
4487,0,4.97,15.94,0.65,-2.9219,0.9209,10.1878,0.761,0.1766,0.695,895.922,950.4946,931.5921,755.9462,884.0064,notthing
4513,0,4.98,15.96,0.66,-2.9252,0.9235,10.1845,0.7384,0.1886,0.4862,895.922,950.4946,931.5921,739.788,884.0064,notthing
4539,0,4.95,15.96,0.68,-2.9232,0.9175,10.1823,0.854,0.4009,0.6515,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4565,0,4.95,15.97,0.68,-2.9252,0.9164,10.1787,0.7831,0.6671,0.0908,832.7524,929.5134,937.9098,739.788,884.0064,notthing
4591,0,4.94,15.96,0.68,-2.9229,0.9163,10.1819,0.5817,0.7628,-0.0263,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4617,0,4.95,15.92,0.68,-2.9168,0.918,10.1828,0.4005,0.8068,-0.0926,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4643,0,4.97,15.92,0.68,-2.916,0.9218,10.181,0.6077,0.6933,0.2445,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4669,0,4.96,15.94,0.69,-2.918,0.9186,10.1775,0.5176,0.5599,0.3464,845.3864,940.004,931.5921,739.788,884.0064,notthing
4695,0,4.91,15.98,0.7,-2.9258,0.909,10.1789,0.7491,0.4695,0.4819,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4721,0,4.91,15.96,0.71,-2.9223,0.9092,10.1804,0.8746,0.3803,0.2304,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4747,0,4.94,15.94,0.71,-2.9217,0.9152,10.1853,1.0828,0.3907,-0.1413,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4773,0,4.91,15.93,0.71,-2.9195,0.9112,10.1862,1.3093,0.5656,0.1538,832.7524,950.4946,937.9098,739.788,884.0064,notthing
4799,0,4.9,15.91,0.72,-2.9159,0.9078,10.1876,1.4928,0.6965,0.2039,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4825,0,4.88,15.84,0.71,-2.8997,0.9029,10.1796,2.2877,0.7737,-0.0886,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4851,0,4.82,15.91,0.71,-2.9115,0.8925,10.1731,2.289,1.176,0.0216,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4877,0,4.85,15.94,0.72,-2.918,0.8987,10.1743,2.073,1.3271,0.1192,883.2881,950.4946,931.5921,739.788,884.0064,notthing
4903,1,4.76,16.03,0.71,-2.9265,0.8803,10.1508,2.7832,1.5272,-0.4023,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4929,1,4.79,15.93,0.7,-2.9044,0.8841,10.1345,2.2069,2.4979,-0.3513,883.2881,950.4946,937.9098,739.788,884.0064,notthing
4955,1,5.16,15.68,0.68,-2.8563,0.9503,10.129,0.7131,2.523,-0.4711,883.2881,955.74,931.5921,755.9462,894.5801,notthing
