timestamp_ms,motion_detected,roll_deg,pitch_deg,yaw_deg,filtered_accel_x_(m/s²),filtered_accel_y_(m/s²),filtered_accel_z_(m/s²),filtered_gyro_x_(deg/s),filtered_gyro_y_(deg/s),filtered_gyro_z_(deg/s),accel_magnitude,gyro_magnitude,adc0,adc1,adc2,adc3,adc4,Label
4150,1,-2.65,-10.57,0.96,1.8332,-0.4623,-9.8174,-9.2745,5.4269,0.6696,99.9906,123.5803,0,0,0,0,0,notthing
4176,1,-2.66,-10.57,0.98,1.8347,-0.4647,-9.8175,-9.2361,5.2624,0.5808,100.065,93.3889,0,0,0,0,0,notthing
4202,1,-2.68,-10.61,0.99,1.8392,-0.467,-9.8112,-9.1984,5.3502,0.6336,98.918,117.4265,0,0,0,0,0,notthing
4228,1,-2.7,-10.61,1.01,1.8389,-0.4704,-9.8091,-9.1614,5.373,0.6625,99.4716,109.9011,0,0,0,0,0,notthing
4254,1,-2.69,-10.62,1.03,1.8406,-0.4693,-9.8087,-9.2328,5.5919,0.754,99.7848,157.1975,0,0,0,0,0,notthing
4280,1,-2.68,-10.6,1.05,1.8378,-0.4667,-9.8095,-9.072,5.6765,0.8677,99.8465,103.1565,0,0,0,0,0,notthing
4306,1,-2.66,-10.59,1.07,1.8357,-0.4645,-9.8111,-9.1163,5.8448,0.7465,100.0541,144.8257,0,0,0,0,0,notthing
4332,1,-2.66,-10.59,1.09,1.8368,-0.4636,-9.8148,-8.9594,5.7431,0.761,100.5919,81.0593,0,0,0,0,0,notthing
4358,1,-2.68,-10.57,1.11,1.8331,-0.4682,-9.8147,-9.0838,5.7282,0.8161,99.8201,137.1165,0,0,0,0,0,notthing
4384,1,-2.71,-10.58,1.13,1.8344,-0.4717,-9.8132,-9.1504,5.6757,0.7251,99.6969,122.1438,0,0,0,0,0,notthing
4410,1,-2.72,-10.58,1.14,1.8356,-0.4741,-9.8112,-9.2072,5.7144,0.4292,99.549,136.2004,0,0,0,0,0,notthing
4436,1,-2.73,-10.59,1.15,1.8364,-0.4767,-9.8088,-9.1834,5.8742,0.4363,99.4512,134.1611,0,0,0,0,0,notthing
4462,1,-2.74,-10.57,1.17,1.8328,-0.4776,-9.8075,-9.1432,5.8852,0.5661,99.4206,115.9312,0,0,0,0,0,notthing
4488,1,-2.75,-10.57,1.18,1.8324,-0.4792,-9.8096,-9.2304,5.8545,0.4704,100.1897,131.5808,0,0,0,0,0,notthing
4514,1,-2.75,-10.57,1.19,1.8333,-0.4801,-9.8107,-9.2839,5.7409,0.3343,100.0878,118.4272,0,0,0,0,0,notthing
4540,1,-2.76,-10.58,1.2,1.836,-0.481,-9.8144,-9.2212,5.7512,0.2931,100.6768,109.0862,0,0,0,0,0,notthing
4566,1,-2.75,-10.6,1.2,1.8384,-0.4798,-9.8137,-9.335,5.6792,0.1997,99.8584,133.0405,0,0,0,0,0,notthing
4592,1,-2.73,-10.61,1.21,1.8409,-0.4761,-9.814,-9.3843,5.805,0.4219,100.0312,150.5864,0,0,0,0,0,notthing
4618,1,-2.73,-10.61,1.23,1.8412,-0.4757,-9.8154,-9.3224,5.712,0.4766,100.2217,101.5403,0,0,0,0,0,notthing
4644,1,-2.76,-10.61,1.24,1.84,-0.481,-9.8127,-9.3371,5.7814,0.6289,99.428,134.6973,0,0,0,0,0,notthing
4670,1,-2.76,-10.59,1.26,1.836,-0.4808,-9.8097,-8.8315,5.7236,0.7895,99.1793,50.394,0,0,0,0,0,notthing
4696,1,-2.75,-10.56,1.29,1.8325,-0.4787,-9.8133,-8.828,5.72,0.9168,100.3832,113.9866,0,0,0,0,0,notthing
4722,1,-2.74,-10.58,1.3,1.8348,-0.4777,-9.8127,-8.8062,5.748,0.4563,99.8406,123.719,0,0,0,0,0,notthing
4748,1,-2.75,-10.58,1.31,1.8352,-0.4793,-9.8133,-8.849,5.6841,0.4592,100.0367,111.614,0,0,0,0,0,notthing
