timestamp_ms,motion_detected,roll_deg,pitch_deg,yaw_deg,filtered_accel_x_(m/s²),filtered_accel_y_(m/s²),filtered_accel_z_(m/s²),filtered_gyro_x_(deg/s),filtered_gyro_y_(deg/s),filtered_gyro_z_(deg/s),accel_magnitude,gyro_magnitude,adc0,adc1,adc2,adc3,adc4,Label
94681,1,-2.7,-10.59,34.78,1.8348,-0.4705,-9.8068,-9.47,5.7826,1.0956,99.4946,139.593,0,0,0,0,0,notthing
94707,1,-2.68,-10.58,34.81,1.8332,-0.4667,-9.8037,-9.4855,5.7637,0.9204,99.0667,124.3613,0,0,0,0,0,notthing
94733,1,-2.68,-10.59,34.83,1.834,-0.4663,-9.8028,-9.5495,5.8592,0.708,99.5462,149.1047,0,0,0,0,0,notthing
94759,1,-2.69,-10.57,34.84,1.8321,-0.469,-9.8056,-9.5555,5.7936,0.6482,100.1845,119.4246,0,0,0,0,0,notthing
94785,1,-2.7,-10.57,34.88,1.8323,-0.47,-9.8048,-9.5702,5.7158,1.438,99.5825,192.3562,0,0,0,0,0,notthing
94811,1,-2.7,-10.56,34.9,1.8308,-0.4704,-9.8067,-9.5804,5.802,0.7771,100.0334,163.5652,0,0,0,0,0,notthing
94837,1,-2.72,-10.62,34.91,1.829,-0.4717,-9.7462,-9.5427,5.9437,0.4447,88.1819,143.2944,0,0,0,0,0,notthing
94863,1,-2.72,-10.28,34.93,1.7703,-0.47,-9.752,-9.5197,5.84,0.5096,97.8814,111.9902,0,0,0,0,0,notthing
94889,1,-2.7,-10.32,34.93,1.7786,-0.4678,-9.757,-9.5224,5.806,0.2586,99.7181,125.3928,0,0,0,0,0,notthing
94915,1,-2.71,-10.34,34.93,1.783,-0.4696,-9.7594,-9.4795,5.7535,-0.0938,99.2175,121.2522,0,0,0,0,0,notthing
94941,1,-2.72,-10.35,34.93,1.785,-0.471,-9.7634,-9.5769,5.8391,0.1468,99.5208,158.2993,0,0,0,0,0,notthing
94967,1,-2.7,-10.39,34.96,1.7927,-0.4687,-9.7659,-9.7114,5.8145,0.8821,99.4722,206.8274,0,0,0,0,0,notthing
94993,1,-2.7,-10.41,34.98,1.7966,-0.4685,-9.7697,-9.7762,5.794,0.7377,99.7031,139.0981,0,0,0,0,0,notthing
95019,1,-2.69,-10.42,34.99,1.8001,-0.4679,-9.7773,-9.7407,5.8115,0.7108,100.4985,124.6174,0,0,0,0,0,notthing
95045,1,-2.69,-10.44,35.02,1.8033,-0.4678,-9.78,-9.6995,5.7772,0.8897,99.7031,123.1711,0,0,0,0,0,notthing
95071,1,-2.69,-10.45,35.03,1.8064,-0.4672,-9.7837,-9.7186,5.8167,0.6179,99.9424,139.2585,0,0,0,0,0,notthing
95097,1,-2.7,-10.46,35.06,1.8094,-0.47,-9.7867,-9.7483,5.9006,1.0733,99.9363,171.3667,0,0,0,0,0,notthing
95123,1,-2.7,-10.47,35.09,1.8109,-0.4693,-9.7885,-9.8,5.9059,1.0675,99.6724,141.8542,0,0,0,0,0,notthing
95149,1,-2.68,-10.49,35.1,1.8151,-0.4661,-9.7892,-9.8591,5.9622,0.5108,99.5688,170.0598,0,0,0,0,0,notthing
95175,1,-2.7,-10.51,35.11,1.8187,-0.4688,-9.7921,-9.8107,5.9378,0.4753,100.0809,120.6191,0,0,0,0,0,notthing
95201,1,-2.71,-10.18,35.12,1.7615,-0.4708,-9.7953,-9.7562,5.7519,0.3512,98.3009,103.0691,0,0,0,0,0,notthing
95227,1,-2.71,-10.22,35.12,1.7681,-0.4711,-9.7972,-9.7071,5.7095,-0.0354,99.8803,126.6003,0,0,0,0,0,notthing
95253,1,-2.7,-10.27,35.12,1.7766,-0.4702,-9.7965,-9.8489,5.6354,-0.2882,99.4966,155.0205,0,0,0,0,0,notthing
95279,1,-2.7,-10.31,35.11,1.7845,-0.4704,-9.7976,-9.8046,5.7094,-0.0593,99.8429,133.1182,0,0,0,0,0,notthing
95305,1,-2.71,-10.33,35.11,1.788,-0.4715,-9.7973,-9.7507,5.6759,-0.1847,99.4853,116.4651,0,0,0,0,0,notthing
95331,1,-2.71,-10.35,35.1,1.7909,-0.471,-9.7987,-9.7319,5.7068,-0.1615,99.7916,127.2563,0,0,0,0,0,notthing
95357,1,-2.7,-10.38,35.11,1.7972,-0.4692,-9.8015,-9.6368,5.6408,0.1718,100.1924,112.6421,0,0,0,0,0,notthing
95383,1,-2.7,-10.4,35.12,1.8016,-0.4699,-9.8001,-9.6216,5.6517,0.5062,99.419,135.3755,0,0,0,0,0,notthing
95409,1,-2.71,-10.42,35.14,1.805,-0.4713,-9.8034,-9.6938,5.6365,0.7165,100.3009,144.052,0,0,0,0,0,notthing
95435,1,-2.69,-10.37,35.15,1.8072,-0.4711,-9.8651,-9.6822,5.451,0.3855,112.1327,112.7659,0,0,0,0,0,notthing
95461,1,-2.68,-10.05,35.16,1.7496,-0.4685,-9.8607,-9.6578,5.5059,0.3063,98.1721,125.2314,0,0,0,0,0,notthing
95487,1,-2.67,-10.12,35.17,1.7606,-0.4669,-9.8573,-9.7045,5.5209,0.3726,100.219,135.4473,0,0,0,0,0,notthing
95513,1,-2.67,-10.17,35.19,1.7687,-0.4662,-9.8527,-9.7153,5.4345,0.6744,99.8726,129.4622,0,0,0,0,0,notthing
95539,1,-2.68,-10.2,35.21,1.7733,-0.4686,-9.8486,-9.8047,5.3473,0.9648,99.8059,146.1782,0,0,0,0,0,notthing
95565,1,-2.7,-10.23,35.23,1.778,-0.4721,-9.8447,-9.8914,5.4094,0.8527,99.7882,149.5393,0,0,0,0,0,notthing
95591,1,-2.69,-10.27,35.25,1.7855,-0.4706,-9.8433,-10.0038,5.4482,0.4814,100.2908,163.1238,0,0,0,0,0,notthing
95617,1,-2.69,-10.31,35.26,1.7927,-0.4702,-9.8414,-10.0581,5.608,0.5396,100.1763,162.0239,0,0,0,0,0,notthing
95643,1,-2.68,-10.33,35.27,1.7954,-0.468,-9.8367,-10.0648,5.555,0.3981,99.4542,129.0686,0,0,0,0,0,notthing
95669,1,-2.69,-10.35,35.28,1.7976,-0.4705,-9.8345,-9.9365,5.6417,0.1974,99.8639,120.9409,0,0,0,0,0,notthing
95695,1,-2.69,-10.37,35.28,1.801,-0.4699,-9.8339,-9.7303,5.7041,0.3557,100.171,104.4465,0,0,0,0,0,notthing
95721,1,-2.67,-10.4,35.3,1.806,-0.4655,-9.83,-9.7073,5.6681,0.6499,99.5496,129.675,0,0,0,0,0,notthing
95747,1,-2.68,-10.4,35.32,1.8062,-0.4676,-9.8277,-9.7741,5.7419,0.6114,99.6812,148.7512,0,0,0,0,0,notthing
95773,1,-2.69,-10.41,35.34,1.8068,-0.4689,-9.8237,-9.617,5.7443,0.6956,99.3186,102.6453,0,0,0,0,0,notthing
95799,1,-2.68,-10.44,35.36,1.8107,-0.4683,-9.8206,-9.6678,5.7448,0.876,99.5169,141.8281,0,0,0,0,0,notthing
95825,1,-2.69,-10.45,35.39,1.8121,-0.4688,-9.818,-9.6947,5.7922,1.09,99.4959,146.5208,0,0,0,0,0,notthing
95851,1,-2.69,-10.44,35.41,1.8119,-0.4701,-9.822,-9.7253,5.6958,1.0622,100.674,123.9709,0,0,0,0,0,notthing
95877,1,-2.67,-10.45,35.45,1.8143,-0.4662,-9.8217,-9.6043,5.7403,1.1888,99.9704,115.6433,0,0,0,0,0,notthing
95903,1,-2.65,-10.45,35.47,1.813,-0.4626,-9.8204,-9.5142,5.7428,0.82,99.6518,115.2368,0,0,0,0,0,notthing
95929,1,-2.68,-10.47,35.49,1.8165,-0.4674,-9.8205,-9.4628,5.592,1.002,100.1359,105.9028,0,0,0,0,0,notthing
95955,1,-2.68,-10.48,35.52,1.818,-0.4673,-9.8149,-9.3759,5.7219,0.9862,98.9066,122.0452,0,0,0,0,0,notthing
95981,1,-2.67,-10.48,35.54,1.8175,-0.4656,-9.817,-9.2711,5.6872,0.9657,100.2293,98.8586,0,0,0,0,0,notthing
96007,1,-2.67,-10.5,35.58,1.8215,-0.4653,-9.8179,-9.2455,5.6231,1.3301,100.2189,127.9988,0,0,0,0,0,notthing
96033,1,-2.67,-10.5,35.61,1.8213,-0.4661,-9.8151,-9.346,5.7358,1.2158,99.3847,150.6602,0,0,0,0,0,notthing
96059,1,-2.68,-10.5,35.64,1.8209,-0.4677,-9.8165,-9.2473,5.7201,1.1817,100.1344,101.7603,0,0,0,0,0,notthing
96085,1,-2.67,-10.5,35.68,1.8217,-0.4661,-9.8158,-9.296,5.573,1.4432,99.7751,127.2368,0,0,0,0,0,notthing
96111,1,-2.66,-10.52,35.72,1.8244,-0.4643,-9.8156,-9.2071,5.5314,1.5005,99.9352,101.3147,0,0,0,0,0,notthing
96137,1,-2.68,-10.53,35.74,1.8263,-0.467,-9.8169,-9.102,5.6439,0.977,100.2401,124.7756,0,0,0,0,0,notthing
96163,1,-2.67,-10.54,35.77,1.829,-0.4655,-9.8145,-9.2136,5.6826,0.9902,99.5347,142.0295,0,0,0,0,0,notthing
96189,1,-2.65,-10.54,35.79,1.8281,-0.4623,-9.8149,-9.336,5.7159,0.9053,99.9112,145.1489,0,0,0,0,0,notthing
96215,1,-2.66,-10.51,35.81,1.8241,-0.4637,-9.8184,-9.3759,5.7834,0.771,100.4503,135.7896,0,0,0,0,0,notthing
96241,1,-2.67,-10.53,35.83,1.8268,-0.4655,-9.8166,-9.4211,5.8582,0.8798,99.6934,142.7065,0,0,0,0,0,notthing
96267,1,-2.67,-10.54,35.85,1.8287,-0.4663,-9.8159,-9.5368,5.8567,0.7309,99.8567,146.4175,0,0,0,0,0,notthing
96293,1,-2.67,-10.55,35.87,1.8309,-0.4659,-9.8186,-9.4769,5.8226,0.5328,100.5219,111.8635,0,0,0,0,0,notthing
96319,1,-2.67,-10.89,35.88,1.8911,-0.4653,-9.8141,-9.5589,5.7528,0.3233,101.6498,134.7327,0,0,0,0,0,notthing
96345,1,-2.66,-10.86,35.88,1.8849,-0.464,-9.8143,-9.3795,5.7276,0.1285,99.9161,93.1956,0,0,0,0,0,notthing
96371,1,-2.66,-10.83,35.88,1.8801,-0.4641,-9.815,-9.4994,5.7064,0.0375,100.0474,142.9292,0,0,0,0,0,notthing
96397,1,-2.66,-10.8,35.89,1.8738,-0.4648,-9.8123,-9.5479,5.7404,0.2244,99.3268,139.8862,0,0,0,0,0,notthing
96423,1,-2.67,-10.77,35.89,1.8676,-0.4653,-9.8094,-9.6369,5.8008,0.3301,99.2135,150.8262,0,0,0,0,0,notthing
96449,1,-2.69,-10.75,35.9,1.8645,-0.4685,-9.8051,-9.5622,5.8488,0.0189,99.001,126.2327,0,0,0,0,0,notthing
96475,1,-2.7,-10.75,35.89,1.8641,-0.4703,-9.8045,-9.5326,5.8483,-0.3127,99.7336,130.8706,0,0,0,0,0,notthing
96501,1,-2.69,-10.73,35.89,1.8599,-0.4683,-9.8036,-9.4168,5.7369,0.1092,99.4651,107.8137,0,0,0,0,0,notthing
96527,1,-2.68,-10.71,35.89,1.8564,-0.4679,-9.8051,-9.4954,5.7163,-0.1689,99.9566,141.8374,0,0,0,0,0,notthing
96553,1,-2.68,-10.71,35.88,1.856,-0.4671,-9.802,-9.5053,5.701,-0.1254,99.1665,123.052,0,0,0,0,0,notthing
96579,1,-2.7,-10.72,35.89,1.8593,-0.4706,-9.8063,-9.361,5.5293,0.3215,100.7516,99.7473,0,0,0,0,0,notthing
96605,1,-2.71,-10.69,35.89,1.8532,-0.4731,-9.8076,-9.2718,5.6389,-0.17,99.891,136.7129,0,0,0,0,0,notthing
96631,1,-2.71,-10.61,35.89,1.8506,-0.4744,-9.8683,-9.3743,5.5937,0.2095,112.0489,146.0764,0,0,0,0,0,notthing
96657,1,-2.68,-10.62,35.9,1.852,-0.4706,-9.8651,-9.4353,5.7094,0.5057,100.4103,155.311,0,0,0,0,0,notthing
96683,1,-2.69,-10.62,35.91,1.8507,-0.4709,-9.8564,-9.5277,5.7025,0.1473,99.2205,148.6082,0,0,0,0,0,notthing
96709,1,-2.68,-10.62,35.91,1.8486,-0.4698,-9.8502,-9.5202,5.7432,-0.044,99.5,129.8035,0,0,0,0,0,notthing
96735,1,-2.7,-10.62,35.91,1.8481,-0.4714,-9.8416,-9.5729,5.7532,0.0136,98.9689,135.3713,0,0,0,0,0,notthing
96761,1,-2.69,-10.63,35.9,1.8491,-0.4698,-9.8377,-9.5187,5.6623,-0.3972,99.7423,121.7842,0,0,0,0,0,notthing
96787,1,-2.69,-10.64,35.88,1.8495,-0.4697,-9.836,-9.5356,5.7726,-0.5903,100.1137,145.0415,0,0,0,0,0,notthing
96813,1,-2.67,-10.62,35.87,1.8463,-0.4658,-9.8324,-9.5602,5.7938,-0.4578,99.5246,132.0249,0,0,0,0,0,notthing
96839,1,-2.65,-10.61,35.85,1.8436,-0.4631,-9.832,-9.6885,5.7847,-0.8511,100.1035,169.3901,0,0,0,0,0,notthing
96865,1,-2.66,-10.62,35.83,1.8448,-0.4651,-9.8283,-9.6494,5.7234,-0.866,99.6197,114.1802,0,0,0,0,0,notthing
96891,1,-2.68,-10.67,35.81,1.8418,-0.466,-9.7675,-9.6641,5.7214,-0.6356,88.5343,130.5708,0,0,0,0,0,notthing
96917,1,-2.68,-10.32,35.78,1.7804,-0.4656,-9.7696,-9.5102,5.7227,-1.1018,97.5241,126.9556,0,0,0,0,0,notthing
96943,1,-2.7,-10.34,35.76,1.7848,-0.4682,-9.7743,-9.4123,5.7989,-0.6291,99.9347,127.97,0,0,0,0,0,notthing
96969,1,-2.71,-10.34,35.76,1.7869,-0.4699,-9.7819,-9.3367,5.7862,-0.2677,100.5197,116.0073,0,0,0,0,0,notthing
96995,1,-2.71,-10.37,35.75,1.793,-0.4701,-9.7851,-9.2218,5.9794,-0.1769,99.9572,127.0247,0,0,0,0,0,notthing
97021,1,-2.7,-10.4,35.75,1.7979,-0.4691,-9.7866,-9.2809,5.908,0.0345,99.6378,127.7659,0,0,0,0,0,notthing
97047,1,-2.69,-10.39,35.75,1.7974,-0.4677,-9.7881,-9.2684,5.9204,-0.1689,99.5063,124.2129,0,0,0,0,0,notthing
97073,1,-2.69,-10.41,35.75,1.7999,-0.4678,-9.7893,-9.1556,5.8815,0.1089,99.5765,103.6733,0,0,0,0,0,notthing
97099,1,-2.67,-10.42,35.77,1.8028,-0.4651,-9.792,-9.1463,5.9199,0.5449,99.9054,141.3567,0,0,0,0,0,notthing
97125,1,-2.66,-10.46,35.77,1.8095,-0.4634,-9.7935,-9.2207,5.9498,0.0138,99.8744,159.2085,0,0,0,0,0,notthing
97151,1,-2.69,-10.53,35.76,1.8122,-0.4649,-9.7345,-9.3518,6.0626,-0.2641,88.3087,168.6558,0,0,0,0,0,notthing
97177,1,-2.68,-10.51,35.75,1.8106,-0.4637,-9.7449,-9.4463,6.1032,-0.483,100.2181,153.8882,0,0,0,0,0,notthing
97203,1,-2.67,-10.53,35.74,1.8165,-0.4635,-9.7571,-9.4548,6.1241,-0.3738,101.0651,131.0637,0,0,0,0,0,notthing
97229,1,-2.69,-10.61,35.74,1.8187,-0.4641,-9.7015,-9.4703,6.0914,0.0152,88.2644,138.3035,0,0,0,0,0,notthing
97255,1,-2.7,-10.6,35.73,1.8183,-0.4665,-9.7094,-9.4342,6.0541,-0.3692,99.1937,130.3394,0,0,0,0,0,notthing
97281,1,-2.72,-10.59,35.71,1.8178,-0.4697,-9.7158,-9.5048,6.1269,-0.5572,99.054,153.8801,0,0,0,0,0,notthing
97307,1,-2.7,-10.59,35.71,1.8199,-0.4672,-9.7271,-9.4168,6.1954,-0.2296,100.1799,128.1924,0,0,0,0,0,notthing
97333,1,-2.69,-10.58,35.7,1.8208,-0.4655,-9.7372,-9.483,6.1259,-0.3207,100.1491,133.1196,0,0,0,0,0,notthing
97359,1,-2.69,-10.57,35.69,1.82,-0.4659,-9.7454,-9.4487,5.9477,-0.3355,99.9175,102.6389,0,0,0,0,0,notthing
97385,1,-2.67,-10.56,35.68,1.8197,-0.4629,-9.7518,-9.4679,5.8263,-0.2489,99.7166,115.6382,0,0,0,0,0,notthing
97411,1,-2.67,-10.55,35.68,1.8204,-0.463,-9.759,-9.4852,5.9843,-0.2162,100.0594,147.8003,0,0,0,0,0,notthing
97437,1,-2.66,-10.58,35.68,1.8263,-0.4625,-9.7667,-9.5195,5.8109,0.0695,100.4833,121.6274,0,0,0,0,0,notthing
97463,1,-2.67,-10.57,35.68,1.8257,-0.4636,-9.7736,-9.5972,5.8017,-0.0218,100.2775,139.4417,0,0,0,0,0,notthing
97489,1,-2.67,-10.59,35.68,1.8291,-0.4642,-9.7745,-9.7,5.6387,0.1304,99.3894,132.5452,0,0,0,0,0,notthing
97515,1,-2.67,-10.26,35.69,1.7712,-0.4628,-9.7754,-9.6237,5.7139,0.3486,97.4729,126.0667,0,0,0,0,0,notthing
97541,1,-2.68,-10.3,35.69,1.7787,-0.4654,-9.7797,-9.4895,5.7378,-0.1222,100.0585,123.0229,0,0,0,0,0,notthing
97567,1,-2.67,-10.31,35.68,1.7816,-0.4638,-9.7851,-9.489,5.7062,-0.1944,100.1649,120.062,0,0,0,0,0,notthing
97593,1,-2.66,-10.33,35.68,1.7866,-0.4629,-9.7887,-9.487,5.795,-0.2531,100.021,133.7451,0,0,0,0,0,notthing
97619,1,-2.66,-10.36,35.67,1.792,-0.4619,-9.7889,-9.4008,5.842,-0.1871,99.4436,113.8137,0,0,0,0,0,notthing
97645,1,-2.66,-10.39,35.67,1.7972,-0.4634,-9.7912,-9.4263,5.7828,-0.0747,99.8971,121.6846,0,0,0,0,0,notthing
97671,1,-2.67,-10.41,35.66,1.8011,-0.4651,-9.7954,-9.4837,5.6655,-0.3266,100.2986,127.9739,0,0,0,0,0,notthing
97697,1,-2.67,-10.42,35.65,1.8042,-0.4646,-9.7985,-9.6197,5.6771,-0.4705,100.1195,154.1272,0,0,0,0,0,notthing
97723,1,-2.67,-10.44,35.64,1.8074,-0.4653,-9.8017,-9.6655,5.6547,-0.1969,100.2423,136.4382,0,0,0,0,0,notthing
97749,1,-2.69,-10.44,35.65,1.8084,-0.4676,-9.8042,-9.5709,5.608,0.0759,100.0943,109.334,0,0,0,0,0,notthing
97775,1,-2.68,-10.43,35.65,1.8081,-0.4668,-9.8083,-9.5044,5.78,0.2168,100.4005,135.2261,0,0,0,0,0,notthing
97801,1,-2.68,-10.43,35.65,1.8076,-0.4661,-9.8081,-9.3586,5.891,-0.0283,99.639,117.2253,0,0,0,0,0,notthing
97827,1,-2.66,-10.46,35.65,1.8128,-0.4636,-9.8097,-9.3337,5.8801,0.1292,100.1613,118.7964,0,0,0,0,0,notthing
97853,1,-2.67,-10.46,35.66,1.8142,-0.4648,-9.8123,-9.4347,6.0264,0.0819,100.306,161.042,0,0,0,0,0,notthing
97879,1,-2.67,-10.47,35.67,1.8153,-0.4651,-9.812,-9.4772,6.0675,0.4456,99.7708,152.4778,0,0,0,0,0,notthing
97905,1,-2.68,-10.49,35.68,1.8183,-0.4669,-9.8082,-9.5201,6.0202,0.5542,99.1625,131.7686,0,0,0,0,0,notthing
97931,1,-2.69,-10.51,35.7,1.8223,-0.4679,-9.808,-9.5681,6.04,0.7253,99.8563,143.8059,0,0,0,0,0,notthing
97957,1,-2.67,-10.51,35.73,1.8232,-0.4663,-9.8137,-9.5597,6.0829,1.0106,100.8673,144.6011,0,0,0,0,0,notthing
97983,1,-2.61,-10.52,35.75,1.8245,-0.4551,-9.8185,-9.8865,6.0387,0.9158,100.7584,196.3813,0,0,0,0,0,notthing
98009,1,-2.61,-10.53,35.76,1.8257,-0.4551,-9.8109,-9.8307,5.9145,0.4539,98.4929,123.7371,0,0,0,0,0,notthing
98035,1,-2.61,-10.57,35.77,1.8297,-0.4537,-9.7981,-9.7023,5.8949,0.4241,97.4236,105.7776,0,0,0,0,0,notthing
98061,1,-2.54,-10.56,35.78,1.8277,-0.4418,-9.7961,-9.704,5.9304,0.1505,99.0033,138.8643,0,0,0,0,0,notthing
98087,1,-2.56,-10.56,35.77,1.8276,-0.4453,-9.7965,-9.6383,5.7702,-0.188,99.6008,111.0398,0,0,0,0,0,notthing
98113,1,-2.57,-10.54,35.76,1.824,-0.4479,-9.7942,-9.6057,5.6494,-0.438,98.9508,114.7617,0,0,0,0,0,notthing
98139,1,-2.57,-10.55,35.76,1.8264,-0.4467,-9.799,-9.7232,5.6345,-0.2286,100.4894,149.2285,0,0,0,0,0,notthing
98165,1,-2.57,-10.58,35.76,1.8317,-0.448,-9.7989,-9.5478,5.6976,0.0881,99.7334,111.3879,0,0,0,0,0,notthing
98191,1,-2.62,-10.57,35.76,1.831,-0.4564,-9.8009,-9.4321,5.6653,0.1964,100.0233,100.6665,0,0,0,0,0,notthing
98217,1,-2.62,-10.54,35.77,1.8246,-0.4564,-9.7984,-9.5326,5.7269,0.1971,98.8991,148.4368,0,0,0,0,0,notthing
98243,1,-2.6,-10.55,35.78,1.8262,-0.4529,-9.799,-9.595,5.7433,0.6071,99.6979,156.312,0,0,0,0,0,notthing
98269,1,-2.61,-10.57,35.8,1.8306,-0.4539,-9.7955,-9.5933,5.6893,0.7339,99.044,122.3286,0,0,0,0,0,notthing
98295,1,-2.62,-10.57,35.82,1.8305,-0.4566,-9.7945,-9.5511,5.7563,0.7699,99.3328,125.7612,0,0,0,0,0,notthing
98321,1,-2.62,-10.56,35.84,1.8277,-0.4569,-9.7981,-9.5773,5.7072,0.521,100.1092,126.9661,0,0,0,0,0,notthing
98347,1,-2.6,-10.56,35.86,1.8286,-0.4534,-9.799,-9.5492,5.6959,0.9283,99.7273,138.8245,0,0,0,0,0,notthing
98373,1,-2.63,-10.59,35.89,1.8339,-0.4581,-9.7991,-9.5631,5.6278,1.1948,99.8284,131.9192,0,0,0,0,0,notthing
98399,1,-2.64,-10.57,35.92,1.8303,-0.4594,-9.7973,-9.538,5.6791,1.2082,99.117,126.1938,0,0,0,0,0,notthing
98425,1,-2.63,-10.55,35.96,1.8281,-0.4583,-9.8004,-9.528,5.7347,1.3717,100.0686,136.0208,0,0,0,0,0,notthing
98451,1,-2.61,-10.9,36,1.8897,-0.4555,-9.801,-9.6345,5.7768,1.5736,102.3389,161.6233,0,0,0,0,0,notthing
98477,1,-2.62,-10.89,36.04,1.888,-0.4562,-9.8045,-9.6367,5.7991,1.435,100.4608,129.2783,0,0,0,0,0,notthing
98503,1,-2.62,-10.86,36.06,1.8823,-0.4568,-9.8021,-9.6309,5.7161,0.9649,99.2298,127.0933,0,0,0,0,0,notthing
98529,1,-2.63,-10.82,36.09,1.8756,-0.4585,-9.8062,-9.6521,5.671,1.1544,100.4015,132.8022,0,0,0,0,0,notthing
98555,1,-2.64,-10.78,36.12,1.8688,-0.4601,-9.8058,-9.6526,5.7414,1.0358,99.5758,133.8848,0,0,0,0,0,notthing
98581,1,-2.65,-10.76,36.14,1.8663,-0.4627,-9.8059,-9.4185,5.7532,0.8463,99.8124,88.5435,0,0,0,0,0,notthing
98607,1,-2.66,-10.76,36.17,1.8643,-0.4643,-9.8036,-9.322,5.8685,0.9492,99.3452,122.6672,0,0,0,0,0,notthing
98633,1,-2.67,-10.73,36.19,1.8598,-0.4648,-9.8035,-9.4086,5.827,0.9996,99.6147,135.6333,0,0,0,0,0,notthing
98659,1,-2.66,-10.71,36.22,1.8555,-0.4628,-9.8041,-9.3911,5.7115,0.9059,99.725,107.104,0,0,0,0,0,notthing
98685,1,-2.67,-10.69,36.24,1.8534,-0.4644,-9.8039,-9.4083,5.7278,0.8012,99.6763,125.9768,0,0,0,0,0,notthing
98711,1,-2.66,-10.7,36.26,1.855,-0.464,-9.8023,-9.4768,5.8207,0.7273,99.5099,146.1934,0,0,0,0,0,notthing
98737,1,-2.67,-10.68,36.27,1.8503,-0.465,-9.8037,-9.451,5.7808,0.6999,99.8577,114.5874,0,0,0,0,0,notthing
98763,1,-2.67,-10.65,36.29,1.8463,-0.4659,-9.8033,-9.3497,5.8762,0.7596,99.5376,118.2251,0,0,0,0,0,notthing
98789,1,-2.68,-10.66,36.31,1.8475,-0.4669,-9.8051,-9.3116,5.8885,0.618,100.1383,116.8691,0,0,0,0,0,notthing
