timestamp_ms,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,yaw,adc0,adc1,adc2,adc3,adc4,Label
24493,-0.2057,0.0746,0.0425,0.2807,1.2259,-9.7106,1.7922,7.2125,172.5659,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
24609,-0.1989,0.0947,-0.0525,0.3095,1.2223,-9.7489,1.7934,7.2055,172.5724,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
24725,-0.1974,0.0949,-0.0192,0.3226,1.2361,-9.7471,1.8021,7.2072,172.5685,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
24841,-0.1971,0.0678,0.0000,0.4585,1.2055,-9.7274,1.8897,7.1923,172.5611,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
24957,-0.2192,0.0898,0.0078,0.2867,1.2247,-9.6657,1.8695,7.1948,172.5638,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
25073,-0.2041,0.0806,0.0034,0.3388,1.2444,-9.7400,1.8801,7.2030,172.5531,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
25189,-0.1802,0.0675,0.0169,0.3160,1.1876,-9.6945,1.8775,7.1808,172.5753,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
25305,-0.2113,0.0772,0.0095,0.3226,1.2343,-9.7100,1.8785,7.1868,172.5693,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
25421,-0.1945,0.0598,-0.0177,0.3035,1.2402,-9.7322,1.8678,7.1940,172.5650,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
25537,-0.2143,0.0735,0.0263,0.3316,1.2349,-9.7166,1.8749,7.1984,172.5589,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
25653,-0.1959,0.0592,0.0033,0.2837,1.2498,-9.7226,1.8532,7.2108,172.5524,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
25769,-0.2292,0.0984,0.0278,0.3011,1.2241,-9.7322,1.8437,7.2063,172.5592,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
25885,-0.1986,0.0714,0.0154,0.2963,1.2313,-9.7334,1.8323,7.2063,172.5620,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26001,-0.2275,0.0669,0.0416,0.3256,1.2372,-9.7106,1.8396,7.2113,172.5553,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26117,-0.2110,0.1025,0.0012,0.3172,1.2390,-9.7507,1.8405,7.2140,172.5525,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26233,-0.2000,0.0860,0.0233,0.3089,1.2139,-9.7148,1.8371,7.2045,172.5625,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26349,-0.1870,0.0244,0.0165,0.3065,1.1995,-9.7298,1.8325,7.1865,172.5811,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26465,-0.1764,0.0768,0.0109,0.3220,1.1942,-9.7388,1.8372,7.1665,172.5993,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26581,-0.2080,0.0705,0.0300,0.3017,1.2235,-9.7298,1.8297,7.1663,172.6015,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26697,-0.1723,0.0708,0.0274,0.2753,1.2564,-9.6981,1.8081,7.1875,172.5863,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26813,-0.1958,0.0758,-0.0143,0.3095,1.2684,-9.7298,1.8079,7.2111,172.5634,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
26929,-0.2067,0.0378,-0.0065,0.3071,1.2355,-9.7412,1.8062,7.2124,172.5625,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27045,-0.2365,0.0912,0.0150,0.3280,1.2325,-9.7160,1.8174,7.2137,172.5585,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27161,-0.1629,0.0698,-0.0410,0.2909,1.2235,-9.7382,1.8054,7.2081,172.5669,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27277,-0.1925,0.0793,0.0055,0.3119,1.1930,-9.7280,1.8071,7.1861,172.5878,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27393,-0.1966,0.0705,-0.0020,0.2819,1.2067,-9.7322,1.7911,7.1740,172.6035,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27509,-0.2097,0.0603,0.0494,0.3262,1.2013,-9.7094,1.8029,7.1616,172.6127,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27625,-0.1760,0.0579,0.0146,0.3538,1.2181,-9.7166,1.8295,7.1595,172.6081,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27741,-0.1847,0.0791,0.0278,0.3178,1.2139,-9.7358,1.8321,7.1539,172.6129,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27857,-0.1918,0.1033,-0.0435,0.2927,1.2097,-9.6981,1.8205,7.1492,172.6203,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
27973,-0.2343,0.0514,0.0432,0.3005,1.2337,-9.7208,1.8141,7.1572,172.6141,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
28089,-0.2094,0.0973,-0.0204,0.2873,1.2474,-9.7046,1.8009,7.1736,172.6015,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
28205,-0.2094,0.0950,0.0510,0.3526,1.2349,-9.7430,1.8265,7.1781,172.5908,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
28321,-0.3759,0.1148,0.0479,0.1987,1.2181,-9.7591,1.7594,7.1717,172.6135,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
28437,-0.1355,0.0521,-0.0209,0.1574,1.0445,-9.7519,1.6754,7.0658,172.7363,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
28553,-0.1247,0.0409,0.0248,0.3113,1.1624,-9.7681,1.6892,7.0375,172.7607,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
28669,-0.1452,0.0571,0.0108,0.3035,1.2516,-9.7220,1.6976,7.0669,172.7300,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
28785,-0.1850,0.0630,0.0233,0.3083,1.2606,-9.7244,1.7079,7.0985,172.6969,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
28901,-0.2180,0.0908,0.0288,0.3328,1.2283,-9.7256,1.7315,7.1080,172.6820,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
29017,-0.2067,0.0735,0.0037,0.3047,1.2444,-9.7190,1.7365,7.1265,172.6628,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
29133,-0.1824,0.0702,-0.0378,0.3095,1.1995,-9.7142,1.7439,7.1175,172.6699,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
29249,-0.2044,0.0769,-0.0271,0.3256,1.2043,-9.7328,1.7597,7.1107,172.6726,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
29365,-0.1937,0.0740,0.0434,0.3125,1.2408,-9.7352,1.7661,7.1257,172.6565,0.0000,0.0000,0.0000,0.0000,0.0000,หนึ่ง
29481,-0.2409,0.0773,0.0273,0.2646,1.3187,-9.7208,1.7440,7.1854,172.6039,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
29597,-0.1989,0.1001,0.0095,0.3047,1.2361,-9.6939,1.7481,7.1931,172.5954,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
29713,-0.1850,0.0878,-0.0515,0.3119,1.2031,-9.7034,1.7560,7.1803,172.6060,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
29829,-0.1959,0.0590,0.0706,0.3370,1.2654,-9.7268,1.7772,7.2030,172.5787,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
29945,-0.1958,0.0747,-0.0496,0.3711,1.2845,-9.7394,1.8159,7.2336,172.5396,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30061,-0.2123,0.0847,0.0694,0.3148,1.2121,-9.7238,1.8183,7.2204,172.5518,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30177,-0.2124,0.0807,-0.0368,0.2969,1.2444,-9.7298,1.8099,7.2269,172.5476,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30293,-0.1928,0.0589,0.0528,0.3172,1.2660,-9.7280,1.8141,7.2453,172.5287,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30409,-0.2099,0.0894,-0.0447,0.2765,1.2690,-9.7292,1.7941,7.2636,172.5158,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30525,-0.2165,0.0725,-0.0172,0.3250,1.2145,-9.7052,1.8050,7.2502,172.5262,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30641,-0.1982,0.0669,0.0158,0.3268,1.1139,-9.7507,1.8153,7.1764,172.5952,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30757,-0.1905,0.0600,0.0470,0.2771,1.1828,-9.7651,1.7951,7.1491,172.6267,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30873,-0.2072,0.0616,-0.0219,0.2400,1.1331,-9.7442,1.7557,7.0972,172.6866,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
30989,-0.1820,0.0432,0.0421,0.2640,1.1828,-9.7436,1.7342,7.0794,172.7092,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
31105,-0.2057,0.0686,0.0226,0.3011,1.1852,-9.7160,1.7370,7.0666,172.7209,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
31221,-0.1786,0.0930,-0.0356,0.3214,1.2432,-9.7585,1.7505,7.0857,172.6992,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
31337,-0.2129,0.0698,0.0282,0.3334,1.2438,-9.7142,1.7704,7.1063,172.6743,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
31453,-0.1975,0.0522,0.0109,0.3352,1.2325,-9.7124,1.7894,7.1184,172.6579,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
31569,-0.2095,0.0716,0.0176,0.3262,1.2061,-9.6969,1.8016,7.1152,172.6579,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
31685,-0.2074,0.0848,-0.0031,0.3184,1.2295,-9.7334,1.8074,7.1232,172.6487,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
31801,-0.2334,0.0678,0.0012,0.4549,1.2229,-9.7358,1.8922,7.1261,172.6244,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
31917,-0.2200,0.0753,0.0067,0.2771,1.2564,-9.7436,1.8645,7.1480,172.6103,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
32033,-0.2139,0.0793,0.0417,0.3298,1.2337,-9.7459,1.8704,7.1543,172.6028,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
32149,-0.1994,0.0699,-0.0224,0.2652,1.2229,-9.7418,1.8380,7.1541,172.6112,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
32265,-0.2140,0.0648,-0.0104,0.3352,1.2247,-9.7118,1.8503,7.1570,172.6053,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
32381,-0.1977,0.0687,0.0386,0.2849,1.3647,-9.7262,1.8314,7.2398,172.5298,0.0000,0.0000,0.0000,0.0000,0.0000,break_time
32497,-0.1928,0.0698,-0.0723,0.3071,1.1918,-9.7005,1.8283,7.2159,172.5537,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
