timestamp_ms,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,yaw,adc0,adc1,adc2,adc3,adc4,Label
180516,-0.2109,0.0868,0.0454,0.3095,1.2199,-9.6819,1.8200,7.2048,172.5665,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
180632,-0.1981,0.0920,0.0071,0.3448,1.2277,-9.7424,1.8391,7.2021,172.5644,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
180748,-0.1730,0.0953,-0.0510,0.2939,1.2516,-9.7250,1.8269,7.2149,172.5550,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
180864,-0.2067,0.0997,0.0417,0.3065,1.2145,-9.7465,1.8229,7.2034,172.5672,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
180980,-0.2345,0.0676,-0.0311,0.3238,1.2456,-9.7651,1.8290,7.2096,172.5596,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
181096,-0.2076,0.0859,0.0049,0.3017,1.2744,-9.7406,1.8220,7.2337,172.5380,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
181212,-0.2139,0.0608,0.0139,0.3071,1.2229,-9.7436,1.8189,7.2253,172.5469,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
181328,-0.2123,0.0807,0.0683,0.2610,1.2103,-9.7106,1.7899,7.2130,172.5659,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
181444,-0.1858,0.0832,-0.0616,0.3071,1.0840,-9.7154,1.7908,7.1283,172.6479,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
181560,-0.1598,0.0791,0.0352,0.2909,1.1840,-9.7076,1.7821,7.1106,172.6672,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
181676,-0.2014,0.0577,0.0356,0.2993,1.2253,-9.7034,1.7792,7.1189,172.6599,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
181792,-0.2011,0.0829,0.0972,0.3280,1.2157,-9.7262,1.7930,7.1190,172.6564,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
181908,-0.2264,0.0538,-0.0829,0.2807,1.2606,-9.7082,1.7779,7.1466,172.6333,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182024,-0.2094,0.0935,0.0011,0.3226,1.2007,-9.7268,1.7887,7.1353,172.6416,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182140,-0.2202,0.0804,0.0008,0.2885,1.1912,-9.7268,1.7785,7.1197,172.6593,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182256,-0.1830,0.0639,-0.0597,0.3226,1.2157,-9.7238,1.7892,7.1199,172.6564,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182372,-0.2097,0.0638,0.0026,0.3029,1.2343,-9.7172,1.7874,7.1315,172.6457,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182488,-0.1817,0.0838,-0.0270,0.3089,1.2295,-9.7238,1.7891,7.1386,172.6384,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182604,-0.1770,0.0619,0.0739,0.2855,1.2199,-9.7322,1.7769,7.1389,172.6411,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182720,-0.1797,0.0607,0.0105,0.3190,1.2361,-9.7238,1.7857,7.1490,172.6291,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182836,-0.2174,0.0742,0.0443,0.3148,1.2534,-9.7052,1.7914,7.1696,172.6077,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
182952,-0.2011,0.0841,-0.0022,0.3226,1.2432,-9.7238,1.8007,7.1809,172.5945,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183068,-0.1869,0.0754,0.0166,0.3202,1.2253,-9.7453,1.8074,7.1790,172.5947,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183184,-0.1986,0.0742,0.0211,0.3017,1.2085,-9.7459,1.8026,7.1676,172.6069,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183300,-0.1993,0.0853,0.0207,0.3029,1.2295,-9.7747,1.7984,7.1674,172.6081,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183416,-0.2255,0.0680,-0.0097,0.2951,1.2319,-9.7591,1.7904,7.1698,172.6078,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183532,-0.2097,0.0462,-0.0093,0.3166,1.2157,-9.7382,1.7962,7.1640,172.6119,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183648,-0.2245,0.0893,0.0727,0.2927,1.2133,-9.7316,1.7875,7.1580,172.6199,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183764,-0.2031,0.0626,-0.0504,0.2903,1.2157,-9.7238,1.7785,7.1545,172.6255,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183880,-0.1988,0.0747,-0.0667,0.2957,1.2025,-9.7130,1.7737,7.1445,172.6364,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
183996,-0.2080,0.0701,0.0026,0.3304,1.2343,-9.7028,1.7898,7.1546,172.6227,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
184112,-0.1722,0.0523,0.0278,0.3196,1.2019,-9.7513,1.7971,7.1414,172.6337,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
184228,-0.1839,0.0774,0.0314,0.3143,1.2283,-9.7262,1.8010,7.1466,172.6276,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
184344,-0.1655,0.0838,-0.0055,0.3220,1.2372,-9.7549,1.8085,7.1544,172.6182,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
184460,-0.2023,0.0768,0.0461,0.3382,1.2199,-9.7310,1.8252,7.1531,172.6154,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
184576,-0.2048,0.0755,-0.0147,0.3119,1.2378,-9.7298,1.8247,7.1625,172.6064,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
184692,-0.2191,0.0855,-0.0252,0.3238,1.2378,-9.7178,1.8316,7.1717,172.5957,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
184808,-0.1907,0.0693,0.0308,0.2508,1.2301,-9.7154,1.7952,7.1759,172.6007,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
184924,-0.2059,0.0838,0.0671,0.3113,1.3761,-9.7412,1.7969,7.2622,172.5164,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185040,-0.2061,0.0586,-0.0322,0.3190,1.2205,-9.7513,1.8032,7.2490,172.5277,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185156,-0.2174,0.0479,0.0169,0.2969,1.1798,-9.7609,1.7958,7.2129,172.5646,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185272,-0.2065,0.0529,0.1179,0.2921,1.1786,-9.7202,1.7871,7.1827,172.5960,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185388,-0.2059,0.0902,-0.0417,0.3071,1.2510,-9.7262,1.7878,7.1970,172.5820,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185504,-0.1810,0.0518,-0.0314,0.2664,1.2271,-9.7154,1.7648,7.1969,172.5876,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185620,-0.2169,0.0653,0.0022,0.3089,1.2438,-9.7298,1.7687,7.2054,172.5785,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185736,-0.2337,0.0637,0.0299,0.3298,1.1977,-9.7394,1.7843,7.1855,172.5940,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185852,-0.1906,0.0755,-0.0427,0.2831,1.2480,-9.7088,1.7716,7.1991,172.5838,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
185968,-0.1945,0.1061,-0.0164,0.2873,1.2468,-9.7489,1.7619,7.2077,172.5778,0.0000,0.0000,0.0000,0.0000,0.0000,nothing
